id,Record URL,XML,Name,Title,Publication,Description,Summary,Subject,Image,Series
b20644929,http://www.catalog.slsa.sa.gov.au/record=b2064492,http://www.catalog.slsa.sa.gov.au/xrecord=b2064492,"State Library of South Australia, photographer",MacKinnon Parade,1954,Photograph  14.3 cm x 8.3 cm,"MacKinnon Parade, February 8th 1954",,http://images.slsa.sa.gov.au/mpcimg/13250/B13132.jpg,976
b20644930,http://www.catalog.slsa.sa.gov.au/record=b2064493,http://www.catalog.slsa.sa.gov.au/xrecord=b2064493,"State Library of South Australia, photographer",Colley Street,1954,Photograph  14.3 cm x 8.3 cm,R.A.A. buildings in Colley Street,,http://images.slsa.sa.gov.au/mpcimg/13250/B13133.jpg,976
b20644954,http://www.catalog.slsa.sa.gov.au/record=b2064495,http://www.catalog.slsa.sa.gov.au/xrecord=b2064495,"State Library of South Australia, photographer",MacKinnon Parade,1969,Photograph ,"MacKinnon Parade, North Side, 14th July 1969",,http://images.slsa.sa.gov.au/mpcimg/19000/B18811_1.jpg,976
b20644966,http://www.catalog.slsa.sa.gov.au/record=b2064496,http://www.catalog.slsa.sa.gov.au/xrecord=b2064496,"State Library of South Australia, photographer",MacKinnon Parade,1969,Photograph  21 cm x 16 cm,"MacKinnon Parade, North Side, 14th July 1969",,http://images.slsa.sa.gov.au/mpcimg/19000/B18811_2.jpg,976
b20644978,http://www.catalog.slsa.sa.gov.au/record=b2064497,http://www.catalog.slsa.sa.gov.au/xrecord=b2064497,"State Library of South Australia, photographer",MacKinnon Parade,1969,Photograph ,"MacKinnon Parade, North Side, 14th July 1969",,http://images.slsa.sa.gov.au/mpcimg/19000/B18811_3.jpg,976
b2064498x,http://www.catalog.slsa.sa.gov.au/record=b2064498,http://www.catalog.slsa.sa.gov.au/xrecord=b2064498,"State Library of South Australia, photographer",MacKinnon Parade,1969,Photograph  21 cm x 16 cm,"MacKinnon Parade, North Side, 14th July 1969",,http://images.slsa.sa.gov.au/mpcimg/19000/B18811_4.jpg,976
b20644991,http://www.catalog.slsa.sa.gov.au/record=b2064499,http://www.catalog.slsa.sa.gov.au/xrecord=b2064499,"State Library of South Australia, photographer",MacKinnon Parade,1969,Photograph  21 cm x 16 cm,"MacKinnon Parade, North Side, 14th July 1969",,http://images.slsa.sa.gov.au/mpcimg/19000/B18811_5.jpg,976
b20644887,http://www.catalog.slsa.sa.gov.au/record=b2064488,http://www.catalog.slsa.sa.gov.au/xrecord=b2064488,"State Library of South Australia, photographer",Colley Street,1954,Photograph  14.3 cm x 8.3 cm,"Colley Street, east side, February 8th 1954",,http://images.slsa.sa.gov.au/mpcimg/13250/B13135.jpg,975
b20644899,http://www.catalog.slsa.sa.gov.au/record=b2064489,http://www.catalog.slsa.sa.gov.au/xrecord=b2064489,"State Library of South Australia, photographer",Colley Street,1963,Photograph  20.7 cm x 15.6 cm,"Colley Street, east side, 17th May 1963, right side of building is 51 yards north of MacKinnon Parade and frontage is 20 yards",,http://images.slsa.sa.gov.au/mpcimg/15000/B14874.jpg,975
b20644905,http://www.catalog.slsa.sa.gov.au/record=b2064490,http://www.catalog.slsa.sa.gov.au/xrecord=b2064490,"State Library of South Australia, photographer",MacKinnon Parade,1990,Photograph (b&w print)  16 cm x 21.5 cm;C1,"MacKinnon Parade, 1990, frontage is 19 metres",,http://images.slsa.sa.gov.au/mpcimg/53000/B52949.jpg,975
b20644917,http://www.catalog.slsa.sa.gov.au/record=b2064491,http://www.catalog.slsa.sa.gov.au/xrecord=b2064491,"State Library of South Australia, photographer",MacKinnon Parade,1990,Photograph (b&w (print)  16 cm x 21.5 cm;C1,"MacKinnon Parade, 1990",,http://images.slsa.sa.gov.au/mpcimg/53000/B52950.jpg,975
b20644784,http://www.catalog.slsa.sa.gov.au/record=b2064478,http://www.catalog.slsa.sa.gov.au/xrecord=b2064478,"State Library of South Australia, photographer",MacKinnon Parade,1960,Photograph  14.1 cm x 8.0 cm,"MacKinnon Parade, north side, May 26th 1960, frontage of building is 16 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14318.jpg,973
b20644747,http://www.catalog.slsa.sa.gov.au/record=b2064474,http://www.catalog.slsa.sa.gov.au/xrecord=b2064474,"State Library of South Australia, photographer",MacKinnon Parade,1955,Photograph  13.9 cm x 8.5 cm,"MacKinnon Parade, July 26th 1955, left side of building is 37 1/4 yards east of Jerningham Street and frontage is 13 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13500/B13415.jpg,971
b20644607,http://www.catalog.slsa.sa.gov.au/record=b2064460,http://www.catalog.slsa.sa.gov.au/xrecord=b2064460,"State Library of South Australia, photographer",Finniss Street,1956,Photograph  10.8 cm x 7.9 cm,"Finniss Street, north side, 19th March 1956, left side of house is 178 3/4 yards east of Finniss Court and frontage is 12.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13709.jpg,967
b20644577,http://www.catalog.slsa.sa.gov.au/record=b2064457,http://www.catalog.slsa.sa.gov.au/xrecord=b2064457,"State Library of South Australia, photographer",Finniss Street,1954,Photograph  14.3 cm x 8.3 cm,"Finniss Street, north side, February 8th 1954",,http://images.slsa.sa.gov.au/mpcimg/13250/B13187.jpg,966
b20644589,http://www.catalog.slsa.sa.gov.au/record=b2064458,http://www.catalog.slsa.sa.gov.au/xrecord=b2064458,"State Library of South Australia, photographer",Finniss Street,1955,Photograph  14.3 cm x 8.3 cm,"Finniss Street, north side, April 4th 1955, left side of cottage is 120.5 yards east of Finniss Court and frontage is 11.5 yards",,http://images.slsa.sa.gov.au/mpcimg/13250/B13186.jpg,966
b20644565,http://www.catalog.slsa.sa.gov.au/record=b2064456,http://www.catalog.slsa.sa.gov.au/xrecord=b2064456,"State Library of South Australia, photographer",MacKinnon Parade,1960,Photograph  14.1 cm x 8.0 cm,"MacKinnon Parade, north side, September 23rd 1960, frontage of centre building is 6 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14397.jpg,964
b20785276,http://www.catalog.slsa.sa.gov.au/record=b2078527,http://www.catalog.slsa.sa.gov.au/xrecord=b2078527,"State Library of South Australia, photographer",99-100 McKinnon Parade,1988,Photograph  20 cm x 15.5 cm,"ACRE 962: 99-100 McKinnon Parade before demolition, March 1988",Wrecking -- South Australia -- Adelaide,http://images.slsa.sa.gov.au/mpcimg/56500/B56454.jpg,962
b20644334,http://www.catalog.slsa.sa.gov.au/record=b2064433,http://www.catalog.slsa.sa.gov.au/xrecord=b2064433,"State Library of South Australia, photographer",Finniss Street,1960,Photograph  14.1 cm x 8.0 cm,"Finniss Street south side, 18th July 1960. Left side of cottage marked between crosses is 242 yards west of Jerningham Street. Frontage : 11 yards",,http://images.slsa.sa.gov.au/mpcimg/14500/B14339.jpg,959
b20644322,http://www.catalog.slsa.sa.gov.au/record=b2064432,http://www.catalog.slsa.sa.gov.au/xrecord=b2064432,"State Library of South Australia, photographer",McKinnon Parade,1962,Photograph  20.7 cm x 15.6 cm,"McKinnon Parade, north side. 21 December 1962. Left side of cottage on the right is 89 yards east of McKinnon Parade east. Frontage is 10 yards",,http://images.slsa.sa.gov.au/mpcimg/14750/B14612.jpg,958
b20644255,http://www.catalog.slsa.sa.gov.au/record=b2064425,http://www.catalog.slsa.sa.gov.au/xrecord=b2064425,"State Library of South Australia, photographer","Mills Terrace, East Side",1961,Photograph  13.6 cm x 8.3 cm,"Mills Terrace, east side, 27th January 1961. Right side of site is 73 yards north of Childers Street. Frontage: 18 yards",,http://images.slsa.sa.gov.au/mpcimg/15000/B14891.jpg,956
b20644267,http://www.catalog.slsa.sa.gov.au/record=b2064426,http://www.catalog.slsa.sa.gov.au/xrecord=b2064426,"State Library of South Australia, photographer","Mills Terrace, East Side",1972,Photograph  20.9 cm x 15.4 cm,"Mills Terrace, east side, 24 th October 1972. Mills Terrace east side abuts Barton Terrace, south side . Mills Terrace frontage: 26 1/3 yards  Barton Terrace frontage: 51 yards",,http://images.slsa.sa.gov.au/mpcimg/27500/B27318.jpg,956
b20644280,http://www.catalog.slsa.sa.gov.au/record=b2064428,http://www.catalog.slsa.sa.gov.au/xrecord=b2064428,"State Library of South Australia, photographer","Mills Terrace, East Side",1972,Photograph  21.2 cm x 15.2 cm,"Mills Terrace, east side, 24th October 1972. Mills Terrace east side abuts Barton Terrace south side . Mills Terrace frontage is 26 1/3 yards : Barton Terrace frontage is 51 yards",,http://images.slsa.sa.gov.au/mpcimg/27500/B27320.jpg,956
b20644292,http://www.catalog.slsa.sa.gov.au/record=b2064429,http://www.catalog.slsa.sa.gov.au/xrecord=b2064429,"State Library of South Australia, photographer","Mills Terrace, East Side",1972,Photograph  21.8 cm x 14.4 cm,"Mills Terrace, east side, 24th October 1972. Mills Terrace east side abuts Barton Terrace south side. Mills Terrace frontage 26 1/3 yards. Barton Terrace frontage is 51 yards",,http://images.slsa.sa.gov.au/mpcimg/27500/B27321.jpg,956
b20644279,http://www.catalog.slsa.sa.gov.au/record=b2064427,http://www.catalog.slsa.sa.gov.au/xrecord=b2064427,"State Library of South Australia, photographer","Mills Terrace, East Side",1973,Photograph  21.7 cm x 14.8 cm,"Mills Terrace, east side, 16th January 1973 . Mills Terrace east side abuts Barton Terrace south side. Mills Terrace frontage is 26 1/3 yards. Barton Terrace frontage 51 yards",,http://images.slsa.sa.gov.au/mpcimg/27500/B27319.jpg,956
b20644309,http://www.catalog.slsa.sa.gov.au/record=b2064430,http://www.catalog.slsa.sa.gov.au/xrecord=b2064430,"State Library of South Australia, photographer","Barton Terrace, South Side",1976,Photograph  16.5 cm x 16.2 cm,"Barton Terrace, south side, 25 th June 1976. Barton Terrace frontage is 18 metres. Site is 41 metres east of Mills Terrace",,http://images.slsa.sa.gov.au/mpcimg/32750/B32681.jpg,956
b20644310,http://www.catalog.slsa.sa.gov.au/record=b2064431,http://www.catalog.slsa.sa.gov.au/xrecord=b2064431,"State Library of South Australia, photographer","Barton Terrace, South Side",1976,Photograph  16.8 cm x 15.9 cm,"Barton Terrace, south side 25th June 1976 Barton Terrace Frontage is 18 metres. Site is 41 metres east of Mills Terrace",,http://images.slsa.sa.gov.au/mpcimg/32750/B32682.jpg,956
b2064419x,http://www.catalog.slsa.sa.gov.au/record=b2064419,http://www.catalog.slsa.sa.gov.au/xrecord=b2064419,"State Library of South Australia, photographer",Barton Terrace,1968,Photograph  21 cm x 16 cm,"Barton Terrace, south side, December 1968, right side of the block is 161 1/3 yards east of Mills Terrace and frontage is 33 yards",,http://images.slsa.sa.gov.au/mpcimg/18750/B18611_1.jpg,954
b20644206,http://www.catalog.slsa.sa.gov.au/record=b2064420,http://www.catalog.slsa.sa.gov.au/xrecord=b2064420,"State Library of South Australia, photographer","Barton Terrace, South Side",1968,Photograph  21 cm x 16 cm,"Barton Terrace, south side, December 1968. Right side of block is 161 1/3 yards east of Mills Terrace. Frontage: 33 yards",,http://images.slsa.sa.gov.au/mpcimg/18750/B18611_2.jpg,954
b20644218,http://www.catalog.slsa.sa.gov.au/record=b2064421,http://www.catalog.slsa.sa.gov.au/xrecord=b2064421,"State Library of South Australia, photographer","Barton Terrace, South Side",1972,Photograph  18.5 cm x 15 cm,"Barton Terrace, south side, 14th August 1972. Right side of building is 194 yards east of Mills Terrace. Barton Street frontage is 49 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/26750/B26653.jpg,954
b2064422x,http://www.catalog.slsa.sa.gov.au/record=b2064422,http://www.catalog.slsa.sa.gov.au/xrecord=b2064422,"State Library of South Australia, photographer","Barton Terrace, South Side",1972,Photograph  21 cm x 14.5 cm,"Barton Terrace, south side, 14th August 1972 Right side of building is 194 yards east of Mills Terrace. Barton Street frontage: 49 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/26750/B26654.jpg,954
b20644231,http://www.catalog.slsa.sa.gov.au/record=b2064423,http://www.catalog.slsa.sa.gov.au/xrecord=b2064423,"State Library of South Australia, photographer","Barton Terrace, South Side",1972,Photograph  21 cm x 15 cm,"Barton Terrace, south side, 14th August 1972. Detail",,http://images.slsa.sa.gov.au/mpcimg/26750/B26655.jpg,954
b20644243,http://www.catalog.slsa.sa.gov.au/record=b2064424,http://www.catalog.slsa.sa.gov.au/xrecord=b2064424,"State Library of South Australia, photographer","Barton Terrace, South Side",1972,Photograph  21 cm x 15 cm,"Barton Terrace, south side, 14th August 1972. Wood and masonite building at the rear of a house 194 yards east of Mills Terrace. See B26653-4",,http://images.slsa.sa.gov.au/mpcimg/26750/B26656.jpg,954
b20643810,http://www.catalog.slsa.sa.gov.au/record=b2064381,http://www.catalog.slsa.sa.gov.au/xrecord=b2064381,"State Library of South Australia, photographer","Caledonian Hotel, North Adelaide",1967,Photograph  21 cm x 16 cm,"Caledonian Hotel, O'Connell Street, west side, 22nd September 1967",,http://images.slsa.sa.gov.au/mpcimg/17750/B17610_1.jpg,945
b20643822,http://www.catalog.slsa.sa.gov.au/record=b2064382,http://www.catalog.slsa.sa.gov.au/xrecord=b2064382,"State Library of South Australia, photographer","Caledonian Hotel, North Adelaide",1967,Photograph  21 cm x 16 cm,"Caledonian Hotel, O'Connell Street, west side, 22nd September 1967",,http://images.slsa.sa.gov.au/mpcimg/17750/B17610_2.jpg,945
b20247710,http://www.catalog.slsa.sa.gov.au/record=b2024771,http://www.catalog.slsa.sa.gov.au/xrecord=b2024771,,"Piccadilly Theatre, North Adelaide",1954,Photograph (b&w print);Missing from folder in C1 7/2008,"Interior of the Piccadilly Theatre, O'Connell Street, North Adelaide. The theatre opened in 1940","Piccadilly Theatre (North Adelaide, S. Aust.);Motion picture theaters -- South Australia -- North Adelaide;Interior architecture -- South Australia -- North Adelaide",http://images.slsa.sa.gov.au/mpcimg/41000/B40920.jpg,944
b2064369x,http://www.catalog.slsa.sa.gov.au/record=b2064369,http://www.catalog.slsa.sa.gov.au/xrecord=b2064369,"State Library of South Australia, photographer",O'Connell Street,1956,Photograph  13.9 cm x 8.6 cm,"Corner of O'Connell Street and Childers Street, 18th June 1956, O'Connell Street frontage is 48.5 yards and Childers Street frontage is 34 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13684.jpg,944
b20643536,http://www.catalog.slsa.sa.gov.au/record=b2064353,http://www.catalog.slsa.sa.gov.au/xrecord=b2064353,"State Library of South Australia, photographer",Childers Street,1969,Photograph  21 cm x 16 cm,"Childers Street, North Side, 14th November 1969, right side of the block is 88 1/3 yards west of Jeffcott Street and frontage is 30 1/3 yards",,http://images.slsa.sa.gov.au/mpcimg/19500/B19362.jpg,937
b20643287,http://www.catalog.slsa.sa.gov.au/record=b2064328,http://www.catalog.slsa.sa.gov.au/xrecord=b2064328,"State Library of South Australia, photographer",Childers Street,1958,Photograph  14.1 cm x 8.0 cm,"Childers Street, south side, 20th January 1958, left side of house is 3 yards west of Taskers Lane and frontage is 9 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13993.jpg,922
b2064324x,http://www.catalog.slsa.sa.gov.au/record=b2064324,http://www.catalog.slsa.sa.gov.au/xrecord=b2064324,"State Library of South Australia, photographer",O'Connell Street,1955,Photograph  13.8 cm x 8.8 cm,"O'Connell Street, west side, September 28th 1955, frontage of shop is 18 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13500/B13482.jpg,919
b20643251,http://www.catalog.slsa.sa.gov.au/record=b2064325,http://www.catalog.slsa.sa.gov.au/xrecord=b2064325,"State Library of South Australia, photographer",O'Connell Street,1955,Photograph  13.9 cm x 8.6 cm,"O'Connell Street, west side, December 19th 1955, left side of centre house is 18.5 yards north of Lombard Street and frontage is 12 3/4 yards",,http://images.slsa.sa.gov.au/mpcimg/13750/B13556.jpg,919
b20643196,http://www.catalog.slsa.sa.gov.au/record=b2064319,http://www.catalog.slsa.sa.gov.au/xrecord=b2064319,"State Library of South Australia, photographer",Barton Terrace,1957,Photograph  14.1 cm x 8.0 cm,"Barton Terrace, south side, 15th January 1957, right side of cottages is 3.5 yards east of O'Connell Street and frontage is 15 1/4 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13832.jpg,918
b20643202,http://www.catalog.slsa.sa.gov.au/record=b2064320,http://www.catalog.slsa.sa.gov.au/xrecord=b2064320,"State Library of South Australia, photographer",O'Connell Street,1957,Photograph  14.1 cm x 8.0 cm,"O'Connell Street, east side, 15th January 1957, left side of building is 6 yards south of Barton Terrace and frontage is 33.5 yards",,http://images.slsa.sa.gov.au/mpcimg/14000/B13833.jpg,918
b20643214,http://www.catalog.slsa.sa.gov.au/record=b2064321,http://www.catalog.slsa.sa.gov.au/xrecord=b2064321,"State Library of South Australia, photographer",Barton Terrace,1964,Photograph  21.4 cm x 15.4 cm,"Barton Terrace, south side, 10th January 1964, Barton Street frontage is 19 yards and O'Connell Street frontage is 39.5 yards",,http://images.slsa.sa.gov.au/mpcimg/15500/B15286.jpg,918
